,Argonne_ID,DepMap_ID,RRID,cell_line_name,stripped_cell_line_name,CCLE_Name,Manual_edit
1372,CTRP.SNU-216,ACH-000466,CVCL_3946,SNU-216,SNU216,SNU216_STOMACH,
1373,CCLE.PK45H,ACH-000468,CVCL_6748,PK-45H,PK45H,PK45H_PANCREAS,
1374,gCSI.PK-45H,ACH-000468,CVCL_6748,PK-45H,PK45H,PK45H_PANCREAS,
1375,CTRP.PK-45H,ACH-000468,CVCL_6748,PK-45H,PK45H,PK45H_PANCREAS,
1376,CCLE.YH13,ACH-000469,CVCL_1795,YH-13,YH13,YH13_CENTRAL_NERVOUS_SYSTEM,
1377,GDSC.YH-13,ACH-000469,CVCL_1795,YH-13,YH13,YH13_CENTRAL_NERVOUS_SYSTEM,
1378,CTRP.YH-13,ACH-000469,CVCL_1795,YH-13,YH13,YH13_CENTRAL_NERVOUS_SYSTEM,
1379,CCLE.SW1463,ACH-000470,CVCL_1718,SW1463,SW1463,SW1463_LARGE_INTESTINE,
1380,GDSC.SW1463,ACH-000470,CVCL_1718,SW1463,SW1463,SW1463_LARGE_INTESTINE,
1381,gCSI.SW1463,ACH-000470,CVCL_1718,SW1463,SW1463,SW1463_LARGE_INTESTINE,
1382,CTRP.SW1463,ACH-000470,CVCL_1718,SW1463,SW1463,SW1463_LARGE_INTESTINE,
1383,CCLE.LI7,ACH-000471,CVCL_3840,Li-7,LI7,LI7_LIVER,
1384,CTRP.Li-7,ACH-000471,CVCL_3840,Li-7,LI7,LI7_LIVER,
1385,CCLE.HSC2,ACH-000472,CVCL_1287,HSC-2,HSC2,HSC2_UPPER_AERODIGESTIVE_TRACT,
1386,GDSC.HSC-2,ACH-000472,CVCL_1287,HSC-2,HSC2,HSC2_UPPER_AERODIGESTIVE_TRACT,
1387,CTRP.HSC-2,ACH-000472,CVCL_1287,HSC-2,HSC2,HSC2_UPPER_AERODIGESTIVE_TRACT,
1388,CCLE.RT112,ACH-000473,CVCL_1670,RT-112,RT112,RT112_URINARY_TRACT,
1389,GDSC.RT-112,ACH-000473,CVCL_1670,RT-112,RT112,RT112_URINARY_TRACT,
1390,gCSI.RT-112,ACH-000473,CVCL_1670,RT-112,RT112,RT112_URINARY_TRACT,
1391,CTRP.RT-112,ACH-000473,CVCL_1670,RT-112,RT112,RT112_URINARY_TRACT,
1392,CCLE.HUH1,ACH-000475,CVCL_2956,huH-1,HUH1,HUH1_LIVER,
1393,GDSC.huH-1,ACH-000475,CVCL_2956,huH-1,HUH1,HUH1_LIVER,
1394,gCSI.HUH-1,ACH-000475,CVCL_2956,huH-1,HUH1,HUH1_LIVER,
1395,CTRP.huH-1,ACH-000475,CVCL_2956,huH-1,HUH1,HUH1_LIVER,
1396,CCLE.JHH4,ACH-000476,CVCL_2787,JHH-4,JHH4,JHH4_LIVER,
1397,GDSC.JHH-4,ACH-000476,CVCL_2787,JHH-4,JHH4,JHH4_LIVER,
1398,gCSI.JHH-4,ACH-000476,CVCL_2787,JHH-4,JHH4,JHH4_LIVER,
1399,CTRP.JHH-4,ACH-000476,CVCL_2787,JHH-4,JHH4,JHH4_LIVER,
1400,NCI60.MALME-3M,ACH-000477,CVCL_1438,Malme-3M,MALME3M,MALME3M_SKIN,
1401,CCLE.MALME3M,ACH-000477,CVCL_1438,Malme-3M,MALME3M,MALME3M_SKIN,
1402,gCSI.MALME-3M,ACH-000477,CVCL_1438,Malme-3M,MALME3M,MALME3M_SKIN,
1403,CTRP.Malme-3M,ACH-000477,CVCL_1438,Malme-3M,MALME3M,MALME3M_SKIN,
1404,CCLE.SNU387,ACH-000478,CVCL_0250,SNU-387,SNU387,SNU387_LIVER,
1405,GDSC.SNU-387,ACH-000478,CVCL_0250,SNU-387,SNU387,SNU387_LIVER,
1406,gCSI.SNU-387,ACH-000478,CVCL_0250,SNU-387,SNU387,SNU387_LIVER,
1407,CTRP.SNU-387,ACH-000478,CVCL_0250,SNU-387,SNU387,SNU387_LIVER,
1408,CCLE.KNS81,ACH-000479,CVCL_2799,KNS-81,KNS81,KNS81_CENTRAL_NERVOUS_SYSTEM,
1409,CTRP.KNS81,ACH-000479,CVCL_2799,KNS-81,KNS81,KNS81_CENTRAL_NERVOUS_SYSTEM,
1410,CCLE.HUH7,ACH-000480,CVCL_0336,HuH-7,HUH7,HUH7_LIVER,
1411,GDSC.HuH-7,ACH-000480,CVCL_0336,HuH-7,HUH7,HUH7_LIVER,
1412,gCSI.HUH-7,ACH-000480,CVCL_0336,HuH-7,HUH7,HUH7_LIVER,
1413,CCLE.NCIH2170,ACH-000481,CVCL_1535,NCI-H2170,NCIH2170,NCIH2170_LUNG,
1414,GDSC.NCI-H2170,ACH-000481,CVCL_1535,NCI-H2170,NCIH2170,NCIH2170_LUNG,
1415,gCSI.NCI-H2170,ACH-000481,CVCL_1535,NCI-H2170,NCIH2170,NCIH2170_LUNG,
1416,CTRP.NCI-H2170,ACH-000481,CVCL_1535,NCI-H2170,NCIH2170,NCIH2170_LUNG,
1417,CCLE.RERFLCKJ,ACH-000482,CVCL_1654,RERF-LC-KJ,RERFLCKJ,RERFLCKJ_LUNG,
1418,GDSC.RERF-LC-KJ,ACH-000482,CVCL_1654,RERF-LC-KJ,RERFLCKJ,RERFLCKJ_LUNG,
1419,CCLE.SNU182,ACH-000483,CVCL_0090,SNU-182,SNU182,SNU182_LIVER,
1420,GDSC.SNU-182,ACH-000483,CVCL_0090,SNU-182,SNU182,SNU182_LIVER,
1421,gCSI.SNU-182,ACH-000483,CVCL_0090,SNU-182,SNU182,SNU182_LIVER,
1422,CTRP.SNU-182,ACH-000483,CVCL_0090,SNU-182,SNU182,SNU182_LIVER,
1423,CCLE.VMRCRCW,ACH-000484,CVCL_1790,VMRC-RCW,VMRCRCW,VMRCRCW_KIDNEY,
1424,GDSC.VMRC-RCW,ACH-000484,CVCL_1790,VMRC-RCW,VMRCRCW,VMRCRCW_KIDNEY,
1425,gCSI.VMRC-RCW,ACH-000484,CVCL_1790,VMRC-RCW,VMRCRCW,VMRCRCW_KIDNEY,
1426,CTRP.VMRC-RCW,ACH-000484,CVCL_1790,VMRC-RCW,VMRCRCW,VMRCRCW_KIDNEY,
1427,CCLE.GSU,ACH-000485,CVCL_8877,GSU,GSU,GSU_STOMACH,
1428,CTRP.GSU,ACH-000485,CVCL_8877,GSU,GSU,GSU_STOMACH,
1429,CCLE.KU1919,ACH-000486,CVCL_1344,KU-19-19,KU1919,KU1919_URINARY_TRACT,
1430,GDSC.KU-19-19,ACH-000486,CVCL_1344,KU-19-19,KU1919,KU1919_URINARY_TRACT,
1431,CTRP.KU-19-19,ACH-000486,CVCL_1344,KU-19-19,KU1919,KU1919_URINARY_TRACT,
1432,CCLE.F36P,ACH-000487,CVCL_2037,F-36P,F36P,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1433,CTRP.F-36P,ACH-000487,CVCL_2037,F-36P,F36P,F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1434,CCLE.TE11,ACH-000488,CVCL_1761,TE-11,TE11,TE11_OESOPHAGUS,
1435,GDSC.TE-11,ACH-000488,CVCL_1761,TE-11,TE11,TE11_OESOPHAGUS,
1436,CTRP.TE-11,ACH-000488,CVCL_1761,TE-11,TE11,TE11_OESOPHAGUS,
1437,CCLE.SW1116,ACH-000489,CVCL_0544,SW1116,SW1116,SW1116_LARGE_INTESTINE,
1438,GDSC.SW1116,ACH-000489,CVCL_0544,SW1116,SW1116,SW1116_LARGE_INTESTINE,
1439,CTRP.SW1116,ACH-000489,CVCL_0544,SW1116,SW1116,SW1116_LARGE_INTESTINE,
1440,CCLE.SF767,ACH-000490,CVCL_6950,SF767,SF767,SF767_CENTRAL_NERVOUS_SYSTEM,
1441,CCLE.NCIH716,ACH-000491,CVCL_1581,NCI-H716,NCIH716,NCIH716_LARGE_INTESTINE,
1442,GDSC.NCI-H716,ACH-000491,CVCL_1581,NCI-H716,NCIH716,NCIH716_LARGE_INTESTINE,
1443,gCSI.NCI-H716,ACH-000491,CVCL_1581,NCI-H716,NCIH716,NCIH716_LARGE_INTESTINE,
1444,CTRP.NCI-H716,ACH-000491,CVCL_1581,NCI-H716,NCIH716,NCIH716_LARGE_INTESTINE,
1445,CCLE.SNU423,ACH-000493,CVCL_0366,SNU-423,SNU423,SNU423_LIVER,
1446,GDSC.SNU-423,ACH-000493,CVCL_0366,SNU-423,SNU423,SNU423_LIVER,
1447,gCSI.SNU-423,ACH-000493,CVCL_0366,SNU-423,SNU423,SNU423_LIVER,
1448,CTRP.SNU-423,ACH-000493,CVCL_0366,SNU-423,SNU423,SNU423_LIVER,
1449,CCLE.TUHR4TKB,ACH-000495,CVCL_5957,TUHR4TKB,TUHR4TKB,TUHR4TKB_KIDNEY,
1450,CTRP.TUHR4TKB,ACH-000495,CVCL_5957,TUHR4TKB,TUHR4TKB,TUHR4TKB_KIDNEY,
1451,CCLE.NCIH1792,ACH-000496,CVCL_1495,NCI-H1792,NCIH1792,NCIH1792_LUNG,
1452,GDSC.NCI-H1792,ACH-000496,CVCL_1495,NCI-H1792,NCIH1792,NCIH1792_LUNG,
1453,CTRP.NCI-H1792,ACH-000496,CVCL_1495,NCI-H1792,NCIH1792,NCIH1792_LUNG,
1454,CCLE.KO52,ACH-000498,CVCL_1321,KO52,KO52,KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1455,CCLE.EW8,ACH-000499,CVCL_V618,EW8,EW8,EW8_BONE,
1456,CCLE.SNU46,ACH-000500,CVCL_5063,SNU-46,SNU46,SNU46_UPPER_AERODIGESTIVE_TRACT,
1457,CTRP.SNU-46,ACH-000500,CVCL_5063,SNU-46,SNU46,SNU46_UPPER_AERODIGESTIVE_TRACT,
1458,CCLE.LS123,ACH-000501,CVCL_1383,LS123,LS123,LS123_LARGE_INTESTINE,
1459,GDSC.LS-123,ACH-000501,CVCL_1383,LS123,LS123,LS123_LARGE_INTESTINE,
1460,CTRP.LS-123,ACH-000501,CVCL_1383,LS123,LS123,LS123_LARGE_INTESTINE,
1461,CCLE.TCCPAN2,ACH-000502,CVCL_3178,TCC-PAN2,TCCPAN2,TCCPAN2_PANCREAS,
1462,CTRP.TCC-PAN2,ACH-000502,CVCL_3178,TCC-PAN2,TCCPAN2,TCCPAN2_PANCREAS,
1463,CCLE.BICR16,ACH-000503,CVCL_2308,BICR 16,BICR16,BICR16_UPPER_AERODIGESTIVE_TRACT,
1464,CTRP.BICR-16,ACH-000503,CVCL_2308,BICR 16,BICR16,BICR16_UPPER_AERODIGESTIVE_TRACT,
1465,NCI60.SNB-75,ACH-000504,CVCL_1706,SNB75,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,
1466,CCLE.SNB75,ACH-000504,CVCL_1706,SNB75,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,
1467,GDSC.SNB75,ACH-000504,CVCL_1706,SNB75,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,
1468,CTRP.SNB75,ACH-000504,CVCL_1706,SNB75,SNB75,SNB75_CENTRAL_NERVOUS_SYSTEM,
1469,CCLE.RKN,ACH-000505,CVCL_3156,RKN,RKN,RKN_SOFT_TISSUE,
1470,GDSC.RKN,ACH-000505,CVCL_3156,RKN,RKN,RKN_SOFT_TISSUE,
1471,gCSI.RKN,ACH-000505,CVCL_3156,RKN,RKN,RKN_SOFT_TISSUE,
1472,CTRP.RKN,ACH-000505,CVCL_3156,RKN,RKN,RKN_SOFT_TISSUE,
1473,CCLE.NCIH146,ACH-000506,CVCL_1473,NCI-H146,NCIH146,NCIH146_LUNG,
1474,GDSC.NCI-H146,ACH-000506,CVCL_1473,NCI-H146,NCIH146,NCIH146_LUNG,
1475,CTRP.NCI-H146,ACH-000506,CVCL_1473,NCI-H146,NCIH146,NCIH146_LUNG,
1476,CCLE.KE39,ACH-000507,CVCL_3385,KE-39,KE39,KE39_STOMACH,
1477,gCSI.KE-39,ACH-000507,CVCL_3385,KE-39,KE39,KE39_STOMACH,
1478,CTRP.KE-39,ACH-000507,CVCL_3385,KE-39,KE39,KE39_STOMACH,
1479,CCLE.CORL88,ACH-000508,CVCL_1141,COR-L88,CORL88,CORL88_LUNG,
1480,GDSC.COR-L88,ACH-000508,CVCL_1141,COR-L88,CORL88,CORL88_LUNG,
1481,gCSI.COR-L88,ACH-000508,CVCL_1141,COR-L88,CORL88,CORL88_LUNG,
1482,CTRP.COR-L88,ACH-000508,CVCL_1141,COR-L88,CORL88,CORL88_LUNG,
1483,CCLE.HUT78,ACH-000509,CVCL_0337,HuT 78,HUT78,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1484,CTRP.HuT-78,ACH-000509,CVCL_0337,HuT 78,HUT78,HUT78_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1485,CCLE.NCIH1299,ACH-000510,CVCL_0060,NCI-H1299,NCIH1299,NCIH1299_LUNG,
1486,GDSC.NCI-H1299,ACH-000510,CVCL_0060,NCI-H1299,NCIH1299,NCIH1299_LUNG,
1487,gCSI.NCI-H1299,ACH-000510,CVCL_0060,NCI-H1299,NCIH1299,NCIH1299_LUNG,
1488,CTRP.NCI-H1299,ACH-000510,CVCL_0060,NCI-H1299,NCIH1299,NCIH1299_LUNG,
1489,CCLE.CALU1,ACH-000511,CVCL_0608,Calu-1,CALU1,CALU1_LUNG,
1490,GDSC.Calu-1,ACH-000511,CVCL_0608,Calu-1,CALU1,CALU1_LUNG,
1491,CTRP.Calu-1,ACH-000511,CVCL_0608,Calu-1,CALU1,CALU1_LUNG,
1492,CCLE.INA-6-2,ACH-000512,CVCL_5209,,INA6,INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Yes
1493,CCLE.NCIH1092,ACH-000514,CVCL_1454,NCI-H1092,NCIH1092,NCIH1092_LUNG,
1494,GDSC.NCI-H1092,ACH-000514,CVCL_1454,NCI-H1092,NCIH1092,NCIH1092_LUNG,
1495,CTRP.NCI-H1092,ACH-000514,CVCL_1454,NCI-H1092,NCIH1092,NCIH1092_LUNG,
1496,CCLE.HCC33,ACH-000515,CVCL_2058,HCC-33,HCC33,HCC33_LUNG,
1497,GDSC.HCC-33,ACH-000515,CVCL_2058,HCC-33,HCC33,HCC33_LUNG,
1498,CTRP.HCC-33,ACH-000515,CVCL_2058,HCC-33,HCC33,HCC33_LUNG,
1499,CCLE.CAL78,ACH-000516,CVCL_1809,CAL-78,CAL78,CAL78_BONE,
1500,GDSC.CAL-78,ACH-000516,CVCL_1809,CAL-78,CAL78,CAL78_BONE,
1501,CTRP.CAL-78,ACH-000516,CVCL_1809,CAL-78,CAL78,CAL78_BONE,
1502,CCLE.SNU410,ACH-000517,CVCL_5059,SNU-410,SNU410,SNU410_PANCREAS,
1503,CTRP.SNU-410,ACH-000517,CVCL_5059,SNU-410,SNU410,SNU410_PANCREAS,
1504,CCLE.CAL33,ACH-000518,CVCL_1108,CAL-33,CAL33,CAL33_UPPER_AERODIGESTIVE_TRACT,
1505,GDSC.CAL-33,ACH-000518,CVCL_1108,CAL-33,CAL33,CAL33_UPPER_AERODIGESTIVE_TRACT,
1506,CTRP.CAL-33,ACH-000518,CVCL_1108,CAL-33,CAL33,CAL33_UPPER_AERODIGESTIVE_TRACT,
1507,CCLE.PEER,ACH-000519,CVCL_1913,PEER,PEER,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1508,CTRP.PEER,ACH-000519,CVCL_1913,PEER,PEER,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1509,CCLE.59M,ACH-000520,CVCL_2291,59M,59M,59M_OVARY,
1510,CCLE.NCIH2030,ACH-000521,CVCL_1517,NCI-H2030,NCIH2030,NCIH2030_LUNG,
1511,GDSC.NCI-H2030,ACH-000521,CVCL_1517,NCI-H2030,NCIH2030,NCIH2030_LUNG,
1512,CTRP.NCI-H2030,ACH-000521,CVCL_1517,NCI-H2030,NCIH2030,NCIH2030_LUNG,
1513,CCLE.UMUC3,ACH-000522,CVCL_1783,UM-UC-3,UMUC3,UMUC3_URINARY_TRACT,
1514,GDSC.UM-UC-3,ACH-000522,CVCL_1783,UM-UC-3,UMUC3,UMUC3_URINARY_TRACT,
1515,gCSI.UM-UC-3,ACH-000522,CVCL_1783,UM-UC-3,UMUC3,UMUC3_URINARY_TRACT,
1516,CTRP.UM-UC-3,ACH-000522,CVCL_1783,UM-UC-3,UMUC3,UMUC3_URINARY_TRACT,
1517,CCLE.KURAMOCHI,ACH-000524,CVCL_1345,KURAMOCHI,KURAMOCHI,KURAMOCHI_OVARY,
1518,GDSC.KURAMOCHI,ACH-000524,CVCL_1345,KURAMOCHI,KURAMOCHI,KURAMOCHI_OVARY,
1519,gCSI.KURAMOCHI,ACH-000524,CVCL_1345,KURAMOCHI,KURAMOCHI,KURAMOCHI_OVARY,
1520,CTRP.KURAMOCHI,ACH-000524,CVCL_1345,KURAMOCHI,KURAMOCHI,KURAMOCHI_OVARY,
1521,CCLE.NCIH2171,ACH-000525,CVCL_1536,NCI-H2171,NCIH2171,NCIH2171_LUNG,
1522,GDSC.NCI-H2171,ACH-000525,CVCL_1536,NCI-H2171,NCIH2171,NCIH2171_LUNG,
1523,gCSI.NCI-H2171,ACH-000525,CVCL_1536,NCI-H2171,NCIH2171,NCIH2171_LUNG,
1524,CTRP.NCI-H2171,ACH-000525,CVCL_1536,NCI-H2171,NCIH2171,NCIH2171_LUNG,
1525,CCLE.OVISE,ACH-000527,CVCL_3116,OVISE,OVISE,OVISE_OVARY,
1526,GDSC.OVISE,ACH-000527,CVCL_3116,OVISE,OVISE,OVISE_OVARY,
1527,CTRP.OVISE,ACH-000527,CVCL_3116,OVISE,OVISE,OVISE_OVARY,
1528,CCLE.ABC1,ACH-000528,CVCL_1066,ABC-1,ABC1,ABC1_LUNG,
1529,GDSC.ABC-1,ACH-000528,CVCL_1066,ABC-1,ABC1,ABC1_LUNG,
1530,gCSI.ABC-1,ACH-000528,CVCL_1066,ABC-1,ABC1,ABC1_LUNG,
1531,CCLE.DMS114,ACH-000530,CVCL_1174,DMS 114,DMS114,DMS114_LUNG,
1532,GDSC.DMS-114,ACH-000530,CVCL_1174,DMS 114,DMS114,DMS114_LUNG,
1533,CTRP.DMS-114,ACH-000530,CVCL_1174,DMS 114,DMS114,DMS114_LUNG,
1534,CCLE.SNU61,ACH-000532,CVCL_5078,SNU-61,SNU61,SNU61_LARGE_INTESTINE,
1535,GDSC.SNU-61,ACH-000532,CVCL_5078,SNU-61,SNU61,SNU61_LARGE_INTESTINE,
1536,CTRP.SNU-61,ACH-000532,CVCL_5078,SNU-61,SNU61,SNU61_LARGE_INTESTINE,
1537,CCLE.WSUDLCL2,ACH-000534,CVCL_1902,WSU-DLCL2,WSUDLCL2,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1538,GDSC.WSU-DLCL2,ACH-000534,CVCL_1902,WSU-DLCL2,WSUDLCL2,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1539,CTRP.WSU-DLCL2,ACH-000534,CVCL_1902,WSU-DLCL2,WSUDLCL2,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1540,CCLE.BXPC3,ACH-000535,CVCL_0186,BxPC-3,BXPC3,BXPC3_PANCREAS,
1541,GDSC.BxPC-3,ACH-000535,CVCL_0186,BxPC-3,BXPC3,BXPC3_PANCREAS,
1542,gCSI.BXPC-3,ACH-000535,CVCL_0186,BxPC-3,BXPC3,BXPC3_PANCREAS,
1543,CTRP.BxPC-3,ACH-000535,CVCL_0186,BxPC-3,BXPC3,BXPC3_PANCREAS,
1544,CCLE.BT20,ACH-000536,CVCL_0178,BT-20,BT20,BT20_BREAST,
1545,GDSC.BT-20,ACH-000536,CVCL_0178,BT-20,BT20,BT20_BREAST,
1546,gCSI.BT-20,ACH-000536,CVCL_0178,BT-20,BT20,BT20_BREAST,
1547,CTRP.BT-20,ACH-000536,CVCL_0178,BT-20,BT20,BT20_BREAST,
1548,CCLE.SNU761,ACH-000537,CVCL_5089,SNU-761,SNU761,SNU761_LIVER,
1549,CTRP.SNU-761,ACH-000537,CVCL_5089,SNU-761,SNU761,SNU761_LIVER,
1550,CCLE.HUTU80,ACH-000538,CVCL_1301,HUTU80,HUTU80,HUTU80_SMALL_INTESTINE,
1551,GDSC.HUTU-80,ACH-000538,CVCL_1301,HUTU80,HUTU80,HUTU80_SMALL_INTESTINE,
1552,CCLE.HS618T,ACH-000539,CVCL_0827,Hs 618.T,HS618T,HS618T_FIBROBLAST,
1553,CCLE.HS606T,ACH-000540,CVCL_0819,Hs 606.T,HS606T,HS606T_FIBROBLAST,
1554,CCLE.KMS34,ACH-000541,CVCL_2996,KMS-34,KMS34,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1555,gCSI.KMS-34,ACH-000541,CVCL_2996,KMS-34,KMS34,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1556,CTRP.KMS-34,ACH-000541,CVCL_2996,KMS-34,KMS34,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1557,CCLE.HEYA8,ACH-000542,CVCL_8878,Hey-A8,HEYA8,HEYA8_OVARY,
1558,CTRP.Hey-A8,ACH-000542,CVCL_8878,Hey-A8,HEYA8,HEYA8_OVARY,
1559,CCLE.SNU489,ACH-000543,CVCL_5069,SNU-489,SNU489,SNU489_CENTRAL_NERVOUS_SYSTEM,
1560,CTRP.SNU-489,ACH-000543,CVCL_5069,SNU-489,SNU489,SNU489_CENTRAL_NERVOUS_SYSTEM,
1561,CCLE.OE21,ACH-000544,CVCL_2661,OE21,OE21,OE21_OESOPHAGUS,
1562,GDSC.OE21,ACH-000544,CVCL_2661,OE21,OE21,OE21_OESOPHAGUS,
1563,gCSI.OE21,ACH-000544,CVCL_2661,OE21,OE21,OE21_OESOPHAGUS,
1564,CTRP.OE21,ACH-000544,CVCL_2661,OE21,OE21,OE21_OESOPHAGUS,
1565,CCLE.VMCUB1,ACH-000545,CVCL_1786,VM-CUB1,VMCUB1,VMCUB1_URINARY_TRACT,
1566,GDSC.VM-CUB-1,ACH-000545,CVCL_1786,VM-CUB1,VMCUB1,VMCUB1_URINARY_TRACT,
1567,CTRP.VM-CUB-1,ACH-000545,CVCL_1786,VM-CUB1,VMCUB1,VMCUB1_URINARY_TRACT,
1568,CCLE.HSC4,ACH-000546,CVCL_1289,HSC-4,HSC4,HSC4_UPPER_AERODIGESTIVE_TRACT,
1569,GDSC.HSC-4,ACH-000546,CVCL_1289,HSC-4,HSC4,HSC4_UPPER_AERODIGESTIVE_TRACT,
1570,CTRP.HSC-4,ACH-000546,CVCL_1289,HSC-4,HSC4,HSC4_UPPER_AERODIGESTIVE_TRACT,
1571,CCLE.HT1197,ACH-000547,CVCL_1291,HT-1197,HT1197,HT1197_URINARY_TRACT,
1572,GDSC.HT-1197,ACH-000547,CVCL_1291,HT-1197,HT1197,HT1197_URINARY_TRACT,
1573,CTRP.HT-1197,ACH-000547,CVCL_1291,HT-1197,HT1197,HT1197_URINARY_TRACT,
1574,CCLE.BHY,ACH-000548,CVCL_1086,BHY,BHY,BHY_UPPER_AERODIGESTIVE_TRACT,
1575,GDSC.BHY,ACH-000548,CVCL_1086,BHY,BHY,BHY_UPPER_AERODIGESTIVE_TRACT,
1576,gCSI.BHY,ACH-000548,CVCL_1086,BHY,BHY,BHY_UPPER_AERODIGESTIVE_TRACT,
1577,CTRP.BHY,ACH-000548,CVCL_1086,BHY,BHY,BHY_UPPER_AERODIGESTIVE_TRACT,
1578,CCLE.SNU1076,ACH-000549,CVCL_5006,SNU-1076,SNU1076,SNU1076_UPPER_AERODIGESTIVE_TRACT,
1579,CTRP.SNU-1076,ACH-000549,CVCL_5006,SNU-1076,SNU1076,SNU1076_UPPER_AERODIGESTIVE_TRACT,
1580,CCLE.IGR39,ACH-000550,CVCL_2076,IGR-39,IGR39,IGR39_SKIN,
1581,gCSI.IGR-39,ACH-000550,CVCL_2076,IGR-39,IGR39,IGR39_SKIN,
1582,CTRP.IGR-39,ACH-000550,CVCL_2076,IGR-39,IGR39,IGR39_SKIN,
1583,NCI60.K-562,ACH-000551,CVCL_0004,K-562,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1584,CCLE.K562,ACH-000551,CVCL_0004,K-562,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1585,GDSC.K-562,ACH-000551,CVCL_0004,K-562,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1586,gCSI.K-562,ACH-000551,CVCL_0004,K-562,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1587,CTRP.K-562,ACH-000551,CVCL_0004,K-562,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1588,NCI60.HT29,ACH-000552,CVCL_0320,HT-29,HT29,HT29_LARGE_INTESTINE,
1589,CCLE.HT29,ACH-000552,CVCL_0320,HT-29,HT29,HT29_LARGE_INTESTINE,
1590,GDSC.HT-29,ACH-000552,CVCL_0320,HT-29,HT29,HT29_LARGE_INTESTINE,
1591,gCSI.HT-29,ACH-000552,CVCL_0320,HT-29,HT29,HT29_LARGE_INTESTINE,
1592,CTRP.HT-29,ACH-000552,CVCL_0320,HT-29,HT29,HT29_LARGE_INTESTINE,
1593,CCLE.UACC893,ACH-000554,CVCL_1782,UACC-893,UACC893,UACC893_BREAST,
1594,GDSC.UACC-893,ACH-000554,CVCL_1782,UACC-893,UACC893,UACC893_BREAST,
1595,NCI60.A498,ACH-000555,CVCL_1056,A-498,A498,A498_KIDNEY,
1596,CCLE.A498,ACH-000555,CVCL_1056,A-498,A498,A498_KIDNEY,
1597,GDSC.A498,ACH-000555,CVCL_1056,A-498,A498,A498_KIDNEY,
1598,gCSI.A498,ACH-000555,CVCL_1056,A-498,A498,A498_KIDNEY,
1599,CTRP.A498,ACH-000555,CVCL_1056,A-498,A498,A498_KIDNEY,
1600,CCLE.SiHa,ACH-000556,CVCL_0032,SIHA,SIHA,SIHA_CERVIX,
1601,GDSC.SiHa,ACH-000556,CVCL_0032,SIHA,SIHA,SIHA_CERVIX,
1602,gCSI.SIHA,ACH-000556,CVCL_0032,SIHA,SIHA,SIHA_CERVIX,
1603,CCLE.AML193,ACH-000557,CVCL_1071,AML-193,AML193,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1604,CTRP.AML-193,ACH-000557,CVCL_1071,AML-193,AML193,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
1605,CCLE.A172,ACH-000558,CVCL_0131,A-172,A172,A172_CENTRAL_NERVOUS_SYSTEM,
1606,GDSC.A172,ACH-000558,CVCL_0131,A-172,A172,A172_CENTRAL_NERVOUS_SYSTEM,
1607,gCSI.A172,ACH-000558,CVCL_0131,A-172,A172,A172_CENTRAL_NERVOUS_SYSTEM,
1608,CTRP.A172,ACH-000558,CVCL_0131,A-172,A172,A172_CENTRAL_NERVOUS_SYSTEM,
1609,CCLE.NCIH1836,ACH-000559,CVCL_1498,NCI-H1836,NCIH1836,NCIH1836_LUNG,
1610,GDSC.NCI-H1836,ACH-000559,CVCL_1498,NCI-H1836,NCIH1836,NCIH1836_LUNG,
1611,CCLE.ECC10,ACH-000560,CVCL_1188,ECC10,ECC10,ECC10_STOMACH,
1612,GDSC.ECC10,ACH-000560,CVCL_1188,ECC10,ECC10,ECC10_STOMACH,
1613,CTRP.ECC10,ACH-000560,CVCL_1188,ECC10,ECC10,ECC10_STOMACH,
1614,CCLE.HCC78,ACH-000562,CVCL_2061,HCC-78,HCC78,HCC78_LUNG,
